Instance,Income
112673,66970.69
112674,21896.553
112675,46781.72
112676,31601.53
112677,29863.2
112678,19843.674
112679,135082.48
112680,82747.23
112681,29932.66
112682,99939.19
112683,7730.862
112684,220255.16
112685,52817.24
112686,54851.293
112687,11815.46
112688,23631.21
112689,128090.48
112690,21635.123
112691,65868.09
112692,43879.453
112693,151110.98
112694,31335.059
112695,116708.4
112696,114435.97
112697,142373.03
112698,65910.766
112699,353950.97
112700,269706.3
112701,355536.28
112702,168941.62
112703,36039.11
112704,32605.262
112705,69070.64
112706,94562.195
112707,38567.867
112708,199012.33
112709,131404.11
112710,61667.094
112711,112442.6
112712,6282.0645
112713,39091.152
112714,94146.914
112715,138329.28
112716,38055.723
112717,21227.168
112718,150630.28
112719,37257.44
112720,36044.918
112721,26477.281
112722,37600.26
112723,39655.867
112724,41477.746
112725,56786.96
112726,6451.534
112727,65868.09
112728,86165.98
112729,52822.527
112730,34082.227
112731,52865.82
112732,20550.395
112733,65127.336
112734,237831.75
112735,20958.492
112736,52876.508
112737,48029.504
112738,260046.44
112739,24773.92
112740,33289.195
112741,9401.799
112742,6428.622
112743,41152.957
112744,91132.445
112745,98306.01
112746,49331.637
112747,66424.55
112748,275465.22
112749,62499.848
112750,2962.212
112751,301765.47
112752,49202.52
112753,15172.489
112754,67449.88
112755,48938.3
112756,90732.58
112757,83166.375
112758,16879.66
112759,1470.8527
112760,31498.744
112761,57769.27
112762,178283.19
112763,24676.13
112764,100636.805
112765,18527.361
112766,56985.633
112767,116708.4
112768,11788.007
112769,102568.68
112770,28583.316
112771,99849.83
112772,10126.339
112773,119895.664
112774,27267.297
112775,61545.883
112776,30774.248
112777,34029.383
112778,486884.0
112779,209432.6
112780,158852.64
112781,84430.56
112782,50211.652
112783,41487.758
112784,31703.863
112785,18091.662
112786,116708.4
112787,26581.168
112788,59208.723
112789,72371.375
112790,192611.39
112791,126855.11
112792,8586.726
112793,101235.26
112794,417065.5
112795,25074.398
112796,53868.336
112797,37207.48
112798,84441.836
112799,54454.023
112800,26635.271
112801,16621.342
112802,89139.69
112803,306839.62
112804,13782.048
112805,45039.387
112806,40398.402
112807,24827.564
112808,302703.7
112809,43022.36
112810,156256.7
112811,199012.33
112812,115981.63
112813,189958.97
112814,55756.18
112815,38275.35
112816,21896.781
112817,54176.273
112818,59700.32
112819,53418.65
112820,256477.14
112821,22505.055
112822,53781.53
112823,70941.52
112824,28952.74
112825,17321.852
112826,68104.92
112827,22937.547
112828,92158.61
112829,24256.344
112830,81354.4
112831,50433.23
112832,124538.0
112833,75022.266
112834,45473.93
112835,84296.36
112836,44490.375
112837,133357.78
112838,205704.44
112839,57366.184
112840,187333.08
112841,67799.5
112842,152083.98
112843,32229.074
112844,18887.809
112845,67957.71
112846,136898.78
112847,74207.07
112848,85640.92
112849,102949.6
112850,233946.3
112851,188561.6
112852,32216.076
112853,283040.44
112854,35553.76
112855,241343.58
112856,33625.99
112857,59020.367
112858,40676.06
112859,122083.55
112860,28289.31
112861,223348.7
112862,10523.982
112863,95969.86
112864,131969.25
112865,10310.789
112866,200936.78
112867,7135.177
112868,49367.973
112869,123716.23
112870,67266.61
112871,182645.48
112872,29228.68
112873,125120.14
112874,94522.61
112875,105742.07
112876,182013.25
112877,45244.227
112878,223002.62
112879,244199.42
112880,27778.848
112881,51807.797
112882,363948.53
112883,42322.11
112884,27878.002
112885,48102.984
112886,74887.086
112887,34884.83
112888,75022.266
112889,82673.63
112890,272337.5
112891,105742.07
112892,49392.32
112893,23877.443
112894,209208.02
112895,22079.39
112896,1994.7542
112897,37222.21
112898,117669.65
112899,22880.871
112900,66079.69
112901,75541.125
112902,21658.824
112903,205098.94
112904,157381.06
112905,41611.07
112906,43938.457
112907,15482.608
112908,10001.71
112909,348906.06
112910,151110.98
112911,66171.13
112912,23560.234
112913,92261.234
112914,12883.489
112915,245278.9
112916,235821.64
112917,55940.52
112918,63027.12
112919,56221.15
112920,38613.613
112921,15067.968
112922,114435.97
112923,76852.09
112924,89681.15
112925,175205.56
112926,10636.821
112927,12141.994
112928,25662.68
112929,81328.33
112930,249606.92
112931,105742.07
112932,138670.06
112933,14669.48
112934,43173.203
112935,77651.08
112936,143863.75
112937,293000.38
112938,52061.586
112939,22446.793
112940,38818.02
112941,405242.7
112942,26914.242
112943,143098.97
112944,52822.527
112945,116708.4
112946,55918.543
112947,39566.75
112948,51575.207
112949,60097.74
112950,149711.12
112951,44232.258
112952,23985.4
112953,45144.016
112954,76174.93
112955,28763.525
112956,22507.953
112957,3859.0088
112958,439111.03
112959,35538.95
112960,59944.273
112961,170304.5
112962,51814.418
112963,83893.04
112964,25392.758
112965,33915.08
112966,411484.22
112967,32825.223
112968,14736.917
112969,43370.71
112970,32331.375
112971,63849.25
112972,153241.58
112973,33219.043
112974,45809.227
112975,56119.26
112976,30961.803
112977,14302.536
112978,84279.484
112979,226522.84
112980,411535.25
112981,44022.973
112982,32037.602
112983,89350.68
112984,24717.396
112985,21151.809
112986,32825.16
112987,26468.621
112988,36505.625
112989,91037.24
112990,74624.375
112991,28325.541
112992,9377.727
112993,116485.555
112994,15632.335
112995,241043.86
112996,23157.662
112997,180587.5
112998,37238.97
112999,58593.797
113000,18234.99
113001,54487.426
113002,18883.2
113003,87086.04
113004,109402.33
113005,17002.422
113006,35946.74
113007,30135.111
113008,8070.4697
113009,36899.83
113010,26784.342
113011,17924.193
113012,23172.398
113013,37246.535
113014,94857.64
113015,227144.36
113016,313975.38
113017,104762.49
113018,32887.11
113019,88196.164
113020,31599.088
113021,44929.43
113022,49545.887
113023,43806.574
113024,69324.38
113025,6982.636
113026,4532.1626
113027,35075.55
113028,38224.133
113029,116708.4
113030,38222.86
113031,93538.79
113032,6282.0645
113033,104247.625
113034,27667.088
113035,34066.203
113036,179076.92
113037,149711.12
113038,72453.766
113039,69070.64
113040,59186.65
113041,19257.363
113042,226892.56
113043,20468.3
113044,232455.12
113045,110669.77
113046,29215.414
113047,15202.371
113048,26392.547
113049,110461.516
113050,58708.406
113051,198749.25
113052,17070.453
113053,89947.53
113054,65317.3
113055,42923.67
113056,54350.05
113057,34046.91
113058,23660.19
113059,94857.64
113060,77595.77
113061,35044.656
113062,60760.773
113063,182967.67
113064,66778.21
113065,45745.094
113066,14059.417
113067,73808.51
113068,111628.23
113069,13858.127
113070,92682.164
113071,69260.086
113072,35665.562
113073,247190.64
113074,177636.56
113075,27565.082
113076,78562.516
113077,33834.76
113078,32606.318
113079,46188.69
113080,67725.76
113081,44063.383
113082,31995.342
113083,68389.74
113084,88196.164
113085,16879.66
113086,108974.66
113087,339694.06
113088,36086.332
113089,159271.61
113090,23663.371
113091,41333.773
113092,88065.3
113093,39892.375
113094,126764.766
113095,235157.33
113096,6121.271
113097,41392.867
113098,124695.11
113099,22472.004
113100,44292.664
113101,222584.69
113102,139288.11
113103,43379.938
113104,16334.51
113105,9823.229
113106,101374.96
113107,106278.2
113108,97969.82
113109,34508.598
113110,55849.527
113111,67725.76
113112,96127.69
113113,90408.16
113114,32159.959
113115,99536.65
113116,100109.66
113117,163871.75
113118,12295.095
113119,195137.38
113120,59575.76
113121,42212.83
113122,105028.59
113123,581466.7
113124,17770.932
113125,158002.61
113126,143039.77
113127,104012.47
113128,19304.42
113129,114826.03
113130,103690.78
113131,64310.586
113132,124303.766
113133,120651.78
113134,232455.12
113135,85640.92
113136,71096.28
113137,32902.83
113138,75999.33
113139,71868.805
113140,87389.96
113141,93020.336
113142,10595.611
113143,85640.92
113144,207551.62
113145,81279.64
113146,43065.75
113147,19332.72
113148,155918.36
113149,28752.828
113150,29481.99
113151,34424.414
113152,33905.99
113153,149815.39
113154,93606.08
113155,58562.457
113156,793062.2
113157,169697.81
113158,39066.184
113159,126764.766
113160,16611.28
113161,114435.97
113162,55762.562
113163,31121.371
113164,58517.74
113165,145312.69
113166,25602.469
113167,101800.18
113168,32468.541
113169,71761.48
113170,195817.25
113171,47351.465
113172,193820.72
113173,21558.645
113174,93143.016
113175,49631.293
113176,94522.61
113177,70857.34
113178,29707.816
113179,9681.338
113180,22029.164
113181,39154.81
113182,25254.01
113183,38102.535
113184,41958.684
113185,98511.73
113186,102321.695
113187,168730.38
113188,19197.2
113189,90219.35
113190,15445.898
113191,13580.376
113192,33193.93
113193,69070.64
113194,90548.55
113195,133439.72
113196,37755.242
113197,446741.22
113198,63646.133
113199,40116.098
113200,16386.734
113201,37455.312
113202,7319.673
113203,20123.758
113204,114370.62
113205,493029.78
113206,65127.336
113207,21104.557
113208,105022.484
113209,104334.45
113210,105262.234
113211,69139.58
113212,83973.41
113213,51962.824
113214,28769.615
113215,86395.8
113216,38818.02
113217,14383.835
113218,30776.213
113219,7103.113
113220,252436.05
113221,25862.04
113222,16753.727
113223,112602.71
113224,19739.857
113225,65828.66
113226,26742.635
113227,55913.746
113228,53612.742
113229,5719.828
113230,28722.379
113231,39820.457
113232,278090.0
113233,47031.965
113234,55362.125
113235,161844.3
113236,47230.28
113237,296747.78
113238,74166.67
113239,34760.027
113240,67517.78
113241,125084.586
113242,195137.38
113243,61997.14
113244,36792.195
113245,74599.89
113246,66404.914
113247,48600.168
113248,94522.61
113249,114442.625
113250,216160.48
113251,53512.875
113252,28316.898
113253,12601.667
113254,55940.52
113255,167189.12
113256,33366.785
113257,95464.875
113258,21393.377
113259,21857.703
113260,78733.83
113261,29443.297
113262,93253.945
113263,547650.9
113264,15181.13
113265,74914.305
113266,145281.1
113267,125524.7
113268,169697.81
113269,33225.984
113270,30039.93
113271,182215.06
113272,31599.088
113273,59265.16
113274,145276.81
113275,6349.916
113276,8036.8096
113277,4082.5347
113278,266234.1
113279,121820.47
113280,98858.914
113281,113690.83
113282,47742.066
113283,45775.38
113284,387089.97
113285,39339.45
113286,47931.715
113287,136642.48
113288,88647.81
113289,66203.13
113290,28292.387
113291,43147.848
113292,208265.62
113293,9645.815
113294,23050.639
113295,224577.9
113296,17696.902
113297,54319.945
113298,66732.18
113299,59500.414
113300,86005.23
113301,20553.314
113302,149279.42
113303,91977.125
113304,124111.05
113305,33289.195
113306,33582.95
113307,103193.086
113308,35875.125
113309,53917.215
113310,24380.703
113311,77111.914
113312,31638.139
113313,199012.33
113314,9522.014
113315,83365.22
113316,53945.45
113317,67910.805
113318,22750.51
113319,31659.96
113320,99753.32
113321,19040.023
113322,42101.984
113323,53915.62
113324,6268.3755
113325,8016.4453
113326,18834.994
113327,53469.82
113328,12082.847
113329,367528.53
113330,172471.8
113331,6823.4507
113332,44431.477
113333,138420.61
113334,26070.43
113335,5770.198
113336,124303.766
113337,9377.727
113338,51331.477
113339,37575.67
113340,40177.742
113341,169807.73
113342,53469.82
113343,16879.66
113344,13450.212
113345,7739.87
113346,37271.445
113347,85640.92
113348,116322.37
113349,59679.77
113350,47602.99
113351,118008.48
113352,41336.098
113353,117561.18
113354,24146.684
113355,75022.266
113356,104541.42
113357,10850.245
113358,114853.516
113359,1788.2598
113360,112767.67
113361,114442.625
113362,151400.36
113363,78396.96
113364,53037.164
113365,114078.56
113366,41478.7
113367,40715.414
113368,34878.676
113369,98881.64
113370,24960.018
113371,201867.17
113372,19877.105
113373,164131.69
113374,163929.11
113375,199012.33
113376,102259.26
113377,27558.012
113378,75262.836
113379,215387.17
113380,41243.68
113381,142644.03
113382,288162.5
113383,31973.227
113384,73304.555
113385,128769.39
113386,38631.887
113387,136429.72
113388,84847.555
113389,18738.152
113390,237754.66
113391,22304.84
113392,15933.576
113393,44742.742
113394,14137.891
113395,86253.945
113396,12069.117
113397,15172.489
113398,14642.657
113399,66092.234
113400,251530.08
113401,22604.607
113402,529888.0
113403,242014.52
113404,19339.986
113405,76004.766
113406,27654.795
113407,120589.44
113408,138680.64
113409,82517.35
113410,7244.9634
113411,44980.277
113412,57373.023
113413,456778.34
113414,51579.586
113415,17585.975
113416,65359.8
113417,107000.164
113418,204393.08
113419,32027.611
113420,21913.223
113421,25725.656
113422,155539.48
113423,69497.29
113424,43587.62
113425,32771.92
113426,118609.41
113427,246716.55
113428,139638.7
113429,159359.6
113430,117991.26
113431,106617.37
113432,45503.168
113433,31732.873
113434,13017.303
113435,22447.928
113436,121694.484
113437,40244.12
113438,25749.418
113439,61939.34
113440,101852.81
113441,12203.456
113442,177636.56
113443,174590.75
113444,124185.4
113445,64893.414
113446,15769.575
113447,20884.646
113448,40398.402
113449,73033.664
113450,107000.164
113451,37827.47
113452,110732.91
113453,166988.52
113454,152960.2
113455,50334.824
113456,25925.455
113457,51044.234
113458,61885.434
113459,36478.965
113460,46590.133
113461,5548.387
113462,32246.66
113463,17890.002
113464,106652.86
113465,8813.826
113466,18208.94
113467,55952.953
113468,194815.5
113469,25697.85
113470,63228.266
113471,17120.736
113472,200971.28
113473,216165.03
113474,60223.332
113475,52459.86
113476,41488.35
113477,105742.07
113478,238417.2
113479,95464.875
113480,209875.66
113481,217913.84
113482,49116.773
113483,31588.783
113484,46283.89
113485,96080.76
113486,9802.199
113487,124556.65
113488,14818.72
113489,20530.688
113490,94255.984
113491,216324.44
113492,38840.65
113493,114853.516
113494,29408.947
113495,92010.9
113496,40599.707
113497,98306.01
113498,48304.8
113499,37527.574
113500,87090.11
113501,37207.48
113502,141433.03
113503,50005.254
113504,205539.12
113505,9545.619
113506,7085.1143
113507,117991.26
113508,80353.375
113509,21614.953
113510,123716.23
113511,154380.88
113512,44236.855
113513,39841.957
113514,38914.69
113515,22133.934
113516,437752.97
113517,14592.301
113518,43388.17
113519,121694.484
113520,217100.92
113521,93606.08
113522,40796.453
113523,43742.656
113524,57945.29
113525,55808.637
113526,29345.209
113527,85191.016
113528,59362.625
113529,73302.59
113530,54851.293
113531,128176.875
113532,33915.08
113533,134672.4
113534,391897.6
113535,98809.24
113536,32562.44
113537,106241.62
113538,72567.17
113539,36597.305
113540,93204.16
113541,23868.701
113542,201816.75
113543,10381.105
113544,62499.848
113545,156256.7
113546,197669.53
113547,29825.572
113548,7319.673
113549,46599.066
113550,60767.555
113551,26464.635
113552,60050.758
113553,11175.168
113554,311631.53
113555,151110.98
113556,63388.867
113557,40757.797
113558,29428.28
113559,89075.36
113560,54747.242
113561,87885.914
113562,77715.38
113563,180400.22
113564,27036.16
113565,34287.098
113566,195137.38
113567,263307.1
113568,204635.7
113569,199012.33
113570,117991.26
113571,25500.049
113572,254542.61
113573,61511.203
113574,22408.762
113575,34503.66
113576,215387.17
113577,28195.873
113578,33768.164
113579,125469.53
113580,92068.66
113581,191279.31
113582,27472.805
113583,71249.414
113584,46807.246
113585,93265.24
113586,31842.709
113587,44006.562
113588,148168.72
113589,29597.186
113590,259085.97
113591,109617.47
113592,29688.443
113593,55856.664
113594,104907.266
113595,197028.3
113596,215236.86
113597,31606.17
113598,42251.254
113599,28850.59
113600,163544.52
113601,42016.707
113602,100172.5
113603,42661.95
113604,44719.746
113605,26164.684
113606,121930.19
113607,79611.66
113608,103690.78
113609,31135.947
113610,65364.348
113611,234875.83
113612,177575.92
113613,83365.22
113614,22140.121
113615,35190.277
113616,132436.5
113617,94275.31
113618,233946.3
113619,192122.48
113620,40049.926
113621,177636.56
113622,15293.421
113623,8406.87
113624,238836.62
113625,243665.75
113626,97547.95
113627,63704.49
113628,45561.402
113629,14147.872
113630,107377.375
113631,31487.932
113632,17848.113
113633,28365.01
113634,307678.25
113635,114310.64
113636,105574.3
113637,9320.755
113638,76825.56
113639,96489.93
113640,37513.047
113641,90025.11
113642,227144.36
113643,51338.82
113644,352422.78
113645,177636.56
113646,160404.66
113647,58089.65
113648,59997.52
113649,20620.68
113650,11984.557
113651,67173.4
113652,29825.572
113653,128238.25
113654,65274.273
113655,78072.695
113656,151110.98
113657,265901.97
113658,33213.816
113659,160360.14
113660,10094.122
113661,85688.39
113662,92687.555
113663,64862.848
113664,17659.742
113665,447295.44
113666,31732.873
113667,58562.457
113668,108935.27
113669,32601.062
113670,54686.707
113671,95464.875
113672,216160.48
113673,56449.594
113674,223416.45
113675,223391.94
113676,69086.45
113677,34508.598
113678,55225.332
113679,148168.72
113680,23919.541
113681,33059.344
113682,44530.445
113683,32743.963
113684,126764.766
113685,35291.24
113686,112889.16
113687,77204.85
113688,120274.28
113689,29499.287
113690,41600.477
113691,94920.086
113692,22373.826
113693,114435.97
113694,101891.19
113695,21424.248
113696,108880.85
113697,325667.72
113698,44310.285
113699,30085.088
113700,114675.445
113701,116708.4
113702,138680.64
113703,58802.38
113704,49374.562
113705,56776.293
113706,322028.3
113707,43560.234
113708,35129.887
113709,34975.11
113710,102667.33
113711,30460.148
113712,7319.673
113713,29148.285
113714,37073.52
113715,40331.305
113716,15904.441
113717,762657.2
113718,140959.84
113719,33822.76
113720,41578.105
113721,49452.934
113722,180000.14
113723,150799.31
113724,106659.58
113725,199254.08
113726,21032.46
113727,57456.03
113728,58715.406
113729,1470.8527
113730,86350.58
113731,26742.635
113732,114406.73
113733,81616.59
113734,55643.035
113735,5089.0684
113736,40960.86
113737,67276.49
