Instance,Income
112118,27588.149047000003
112119,27108.527846399997
112120,485499.34487000003
112121,80660.371272
112122,448294.92696
112123,22041.116077000002
112124,54652.052489
112125,162692.85741
112126,175722.34426999994
112127,13194.350179099998
112128,34957.915466
112129,116211.026409
112130,99598.40418099999
112131,26741.971337900002
112132,61565.394274
112133,262794.09618
112134,35261.691462
112135,12597.666210199997
112136,43862.355919
112137,16881.2483572
112138,39546.210032
112139,47430.522255
112140,26678.559059699997
112141,95919.282388
112142,75931.009171
112143,229358.51560999997
112144,17385.209959800002
112145,15907.999246200003
112146,26679.489133000003
112147,256466.45252
112148,41388.23361449999
112149,84442.04037199999
112150,21787.35953214
112151,306697.68791
112152,112940.33972699998
112153,43395.509141
112154,34255.76876
112155,95656.7286
112156,62733.112665
112157,85137.481778
112158,27989.806871
112159,261028.9008
112160,33457.968638000006
112161,147513.27283
112162,84819.18098099998
112163,25513.958546600003
112164,37608.448615999994
112165,127339.83208399997
112166,30594.497898999998
112167,27474.823132
112168,28402.661484000004
112169,315506.48555
112170,179080.708159
112171,33456.2896836
112172,19208.2428668
112173,100018.32672900001
112174,20224.501394
112175,33147.8762958
112176,19279.3818708
112177,80957.947102
112178,22826.342847100004
112179,25877.430247500004
112180,23947.4996169
112181,28363.4954337
112182,348765.22584
112183,81445.063483
112184,16973.0641703
112185,315836.93379
112186,23086.02297665
112187,110921.650706
112188,101686.69682400001
112189,44366.77070100001
112190,66455.13195
112191,97875.026582
112192,228751.29783
112193,32587.351432000003
112194,222256.77212000004
112195,46761.47588399999
112196,23226.0251776
112197,189337.73125
112198,30198.350839000002
112199,51847.138887
112200,45581.583546
112201,347074.9995699999
112202,194613.09434999997
112203,32306.736919999996
112204,16072.284737999998
112205,21913.612996400003
112206,126560.755519
112207,324777.81128
112208,52484.924196
112209,385855.57368
112210,44380.907013000004
112211,268832.94742
112212,35718.239425399996
112213,23887.013818000003
112214,206866.53935
112215,48242.067497000004
112216,97471.819154
112217,29208.414252
112218,32212.036418000003
112219,345267.95386999997
112220,42734.858907
112221,17086.8007159
112222,23581.6355002
112223,41664.699875000006
112224,128353.22673000002
112225,33811.0549458
112226,63436.556076
112227,54314.640347
112228,105651.96738100001
112229,43374.881128
112230,184535.38843
112231,9138.2766323
112232,127021.203916
112233,25750.754794600005
112234,43579.348622000005
112235,25634.803422000005
112236,106606.632378
112237,23889.9205581
112238,38634.4543177
112239,25312.040291999998
112240,32149.247675
112241,64325.74662209999
112242,38522.66246199999
112243,83507.359193
112244,162452.27579599997
112245,89661.115305
112246,61651.603434000004
112247,617294.4398800002
112248,71111.37848500001
112249,16479.2319252
112250,30538.265442000004
112251,51366.897457
112252,52682.248577000006
112253,15722.062538900002
112254,239730.95023
112255,27366.309690400005
112256,36041.250992600006
112257,33023.887898500005
112258,25585.768545000003
112259,256633.056147
112260,95963.37061700001
112261,382699.72753
112262,86184.03158899999
112263,40274.486213000004
112264,64434.47534599999
112265,35774.457905
112266,30979.9346274
112267,41978.213209999994
112268,48555.510815999995
112269,33819.513643
112270,13290.07158943
112271,67650.932178
112272,99822.40270400001
112273,191762.64445
112274,18433.555162023
112275,179031.91942800002
112276,215065.33103799997
112277,69589.422318
112278,104966.889849
112279,23832.418330000004
112280,175119.689756
112281,57048.410456
112282,140310.242236
112283,82466.186064
112284,62940.371979
112285,99611.302953
112286,32179.250936999997
112287,22985.6173106
112288,66371.818419
112289,228818.44322000002
112290,238980.904348
112291,20763.174313999996
112292,502658.78319
112293,25963.334963199995
112294,350294.49805999995
112295,37741.585827
112296,280013.66106
112297,50492.315437
112298,28230.109297899995
112299,27596.4483901
112300,22971.066650300003
112301,19914.908086000003
112302,38298.221907
112303,20784.338339
112304,227134.64112999997
112305,20295.4901073
112306,58350.062665
112307,41104.6940258
112308,97950.31139399999
112309,48940.088869
112310,28720.4826616
112311,107702.759583
112312,24662.0872227
112313,74059.34942299999
112314,31020.969930999992
112315,144503.70855100002
112316,18932.5358222
112317,35816.565561
112318,25503.641466600002
112319,20880.769598099996
112320,779233.71259
112321,34348.052306000005
112322,18030.459668
112323,167615.62903
112324,399536.22604
112325,213646.77715600003
112326,93750.61669299999
112327,279174.08933
112328,101931.03913199999
112329,129626.14707300001
112330,463238.04169
112331,267994.63379
112332,246796.69668999998
112333,281485.71366
112334,203728.40066999997
112335,45842.842461
112336,11901.96509926
112337,310919.16181
112338,365233.89447
112339,249611.92188000004
112340,106077.48697
112341,59737.45981000001
112342,43450.188736000004
112343,32327.9569853
112344,37957.134601000005
112345,34299.328506
112346,75372.86538199999
112347,19069.3312788
112348,22876.626869
112349,20382.452103099997
112350,83427.717404
112351,20489.1301317
112352,57445.117881
112353,26300.972688140006
112354,69340.795388
112355,64943.607319
112356,53928.045498999985
112357,49018.64383200001
112358,77034.851876
112359,29751.934854000003
112360,33581.639736
112361,152587.53418999998
112362,53654.954644000005
112363,68917.483391
112364,21270.201995200005
112365,18637.9717929
112366,27344.580158000004
112367,108506.7249633
112368,49836.083929
112369,135693.35908
112370,19180.7760059
112371,335604.29183
112372,111345.741673
112373,60059.50747699999
112374,21844.607652299997
112375,40318.674742300005
112376,109981.57372300001
112377,95178.02176200002
112378,88997.723859
112379,106361.91157299999
112380,87602.892727
112381,82473.69125300001
112382,116450.32187599999
112383,33881.643853
112384,235549.41583
112385,12284.9516282
112386,196727.14844
112387,69624.78348499999
112388,29813.3446824
112389,43226.305933
112390,27491.095761700002
112391,34931.928654
112392,91620.085599
112393,41265.815017
112394,50178.196103
112395,28141.4546221
112396,48852.656203000006
112397,49647.631999
112398,395485.638957
112399,116224.176884
112400,87292.38957600002
112401,149722.890603
112402,30839.163897799997
112403,94636.64067099999
112404,92067.01120899999
112405,35295.90794600001
112406,25723.565011999995
112407,20002.4290371
112408,23607.5460574
112409,73082.97941300001
112410,22200.9663405
112411,120511.324476
112412,53278.652399
112413,23503.3734626
112414,46321.95164299999
112415,166066.74528
112416,81271.82544099998
112417,99654.060902
112418,55255.22918799999
112419,190173.85949
112420,51459.151177
112421,262019.65468
112422,115014.73934200002
112423,41669.83508499999
112424,17987.283910299997
112425,20925.840898
112426,78405.436047
112427,301990.63435
112428,109479.23435900002
112429,21716.8501635
112430,37999.145454000005
112431,148447.17715
112432,26727.236469999996
112433,79936.085181
112434,60949.916629
112435,66241.90637100002
112436,76697.492421
112437,41385.140761
112438,92244.361535
112439,113018.73994799999
112440,216927.27599
112441,29721.930076999997
112442,21080.566768
112443,62773.091896000005
112444,39307.375729
112445,48982.444564000005
112446,28271.700733200007
112447,561903.56436
112448,75237.916065
112449,80776.170688
112450,27612.029745999997
112451,94386.47463099999
112452,26241.3616117
112453,38446.29867800001
112454,124417.36411600001
112455,27673.448857
112456,59704.74529999999
112457,184481.31732
112458,93392.31132499999
112459,54411.63344599999
112460,53961.257724
112461,421398.4246900001
112462,100595.656841
112463,64439.848775000006
112464,62988.702035999995
112465,166789.65467
112466,177022.555205
112467,29126.5974195
112468,28133.7699963
112469,52003.31952099999
112470,32902.824650899995
112471,40565.903609999994
112472,153190.84633200002
112473,79753.60126
112474,33945.640899000005
112475,87525.762439
112476,78641.537308
112477,51360.511398999995
112478,101806.29031999999
112479,29561.691828100003
112480,54328.165452999994
112481,187795.79435
112482,32749.770675
112483,293208.26144000003
112484,73160.847875
112485,117238.796902
112486,25144.910619500002
112487,17388.641175899997
112488,166990.75239
112489,54516.576371999996
112490,289591.39727
112491,74091.25655399999
112492,48985.87478199999
112493,353683.15686
112494,18654.8828429
112495,22711.469307100004
112496,19657.9273972
112497,217815.731633
112498,37952.4237831
112499,57990.70007100001
112500,17974.24868263
112501,56394.895528999994
112502,62277.32777000001
112503,60656.329292
112504,41260.825166999995
112505,27884.21237
112506,56984.53001
112507,94576.59921400002
112508,65173.766808
112509,23197.407905300002
112510,36274.368721
112511,140661.16309400002
112512,20027.8449899
112513,58099.385017
112514,25050.9367314
112515,63952.532976999995
112516,70513.62061999999
112517,29487.5909461
112518,69017.74166199999
112519,17914.9341947
112520,38183.251051800005
112521,138594.67633
112522,62119.39742800001
112523,40136.69583399999
112524,58594.0658
112525,19675.312874999996
112526,21993.8616698
112527,37756.956778
112528,25319.682642499996
112529,18855.863894
112530,74387.373524
112531,192281.37479200002
112532,146824.77543700003
112533,106204.65584399998
112534,188086.25665599998
112535,80991.366347
112536,126255.28280700001
112537,47788.344528
112538,13001.484082599998
112539,141428.85234
112540,29124.071221199993
112541,86246.25236299999
112542,201494.40738
112543,71081.61808700001
112544,210694.74495000002
112545,33431.729778
112546,27717.221794
112547,128259.684118
112548,419470.61126
112549,87767.853846
112550,83658.346579
112551,31803.3583459
112552,192632.52341999998
112553,42035.869955999995
112554,131431.107954
112555,81305.5077256
112556,75425.14406600001
112557,67943.06594
112558,98445.527708
112559,49147.845289000004
112560,49371.647792
112561,155173.89843
112562,10759.702392449999
112563,148219.286653
112564,458708.30741999997
112565,108052.40453000001
112566,23016.8890801
112567,33737.733256
112568,30087.589573999994
112569,104425.805861
112570,30467.878552
112571,138543.56347599998
112572,93618.00847600002
112573,20051.4600383
112574,101018.953466
112575,78729.29054500001
112576,67244.461008
112577,403655.41973
112578,29810.381958
112579,89686.13297800001
112580,103754.464804
112581,28920.844132
112582,26991.3490912
112583,18993.6916443
112584,200334.40779
112585,40206.397286
112586,21617.322894999998
112587,170728.96474000002
112588,75057.47931600001
112589,271694.16122
112590,24737.49413
112591,208324.61555
112592,36852.299380100005
112593,35673.3523244
112594,41335.720063
112595,36329.737052
112596,69877.13293400001
112597,183129.266354
112598,31372.199387999997
112599,16778.4112362
112600,28003.920109799998
112601,112086.568413
112602,47115.798619999994
112603,61420.43315700001
112604,184890.19459199999
112605,30089.390150999992
112606,38233.631354000005
112607,42862.315212
112608,110034.31235400001
112609,161328.86075999998
112610,75417.037767
112611,182049.09801999998
112612,129514.157308
112613,124004.42556
112614,147787.701133
112615,56004.14291799998
112616,96430.68774
112617,78752.795247
112618,430938.54949
112619,32341.737088
112620,29360.544996999997
112621,18210.033238109998
112622,115457.220473
112623,32625.34386
112624,46371.991562999996
112625,31187.842631999996
112626,118102.001615
112627,20899.944931
112628,39313.965718
112629,25734.706560499995
112630,132423.522478
112631,64658.36834900001
112632,253291.87429400004
112633,123135.85327599998
112634,46071.257006
112635,39592.385645
112636,67743.751758
112637,232767.35435
112638,10204.020104199999
112639,50615.26101199999
112640,18233.5677916
112641,22831.3289036
112642,315483.37458
112643,64383.933915
112644,138987.547138
112645,47115.919618
112646,22003.385094899997
112647,18372.5374523
112648,43254.325406
112649,28591.334230200002
112650,22655.132883200004
112651,34159.416108
112652,18830.598051
112653,23665.9762622
112654,48636.877347
112655,20657.0889019
112656,28761.367592700008
112657,288381.99205
112658,31294.216145000002
112659,163856.043122
112660,28751.1691168
112661,168335.92956000002
112662,65786.206944
112663,87966.31427999999
112664,177583.06645800002
112665,357669.15452000004
112666,96399.924769
112667,28806.516926999997
112668,32101.623377999997
112669,102084.703623
112670,19162.9413319
112671,235996.47195
112672,115318.01582900001
112673,28141.499086400006
112674,26542.882952000004
112675,54866.215325
112676,36762.627507000005
112677,49751.298548000006
112678,55048.57781499999
112679,99176.79161100001
112680,95822.317352
112681,21779.0802535
112682,113082.49901700001
112683,17759.203049800002
112684,329650.72979
112685,29048.586359999998
112686,33264.346765999995
112687,23508.699297799998
112688,47970.039188999996
112689,108881.81210100002
112690,24334.239214
112691,54436.36827
112692,39581.804437
112693,109415.79445399999
112694,28448.496377000003
112695,156095.622364
112696,176993.97968999998
112697,98399.52995299998
112698,68391.481638
112699,434402.90262
112700,201187.82094000003
112701,370803.64104
112702,142656.90233500002
112703,12079.435642100001
112704,29021.119937999996
112705,270116.71414
112706,73850.82214099998
112707,34110.3440779
112708,71462.60216000001
112709,182599.52775900002
112710,50724.89349800001
112711,73934.519932
112712,11706.9686347
112713,71076.004748
112714,77934.81429899999
112715,138601.48476099997
112716,20569.180877999996
112717,17419.886920240002
112718,74709.480877
112719,51916.86814
112720,20898.159127900002
112721,39733.29853000001
112722,19575.7386859
112723,18236.4641622
112724,66374.02218
112725,55578.136997
112726,12076.2400236
112727,57573.69770599999
112728,237566.22197500002
112729,48409.294587000004
112730,20667.628394900006
112731,42323.752314
112732,23112.466809899994
112733,42907.26820199999
112734,90482.57478599998
112735,16745.6971098
112736,87950.36787999999
112737,54263.073115
112738,281746.52809
112739,30640.627606000005
112740,61200.162755
112741,28290.526246
112742,32791.3155104
112743,29127.370968399995
112744,122977.32118799999
112745,176413.51314
112746,30691.224223999994
112747,103636.562404
112748,410721.55381000007
112749,40832.332176
112750,26016.575262500002
112751,262497.59482999996
112752,45504.6658388
112753,34168.595453
112754,208991.21511699999
112755,36329.517554
112756,59938.744397999995
112757,68369.900655
112758,18568.406505400002
112759,12943.950952500001
112760,35457.671612
112761,58863.82937199999
112762,328684.40008000005
112763,13956.0049435
112764,178289.745677
112765,17504.5790664
112766,73590.955266
112767,29214.651164
112768,34586.991966999994
112769,100681.030877
112770,26278.811021
112771,60552.499534999995
112772,30808.056487999995
112773,85450.50601100002
112774,26955.352891
112775,35110.552646
112776,25698.2744569
112777,22224.632446
112778,50690.383934
112779,153508.85463000002
112780,155347.61723
112781,85451.145444
112782,48681.501231999995
112783,23537.559351199998
112784,27531.020353
112785,37354.989894000006
112786,75182.01446299998
112787,71871.784348
112788,23996.2386758
112789,83286.894707
112790,119668.88342200001
112791,147859.60826000004
112792,19095.235059500003
112793,25926.858352999996
112794,27968.640599
112795,20719.750829
112796,58904.550304
112797,50899.840431
112798,48881.29620299999
112799,140429.43503999998
112800,38044.720715999996
112801,23739.8499366
112802,195056.16245
112803,478099.19810999994
112804,42009.566310999995
112805,61653.51354
112806,16915.6035438
112807,25402.006973999996
112808,306292.4907699999
112809,34154.124307
112810,163439.78992100002
112811,121824.717108
112812,142708.72622100002
112813,161538.46012
112814,39308.831813
112815,45741.112679
112816,18195.696348000005
112817,87822.089321
112818,32083.961895000004
112819,66654.678282
112820,335049.85923
112821,17356.172172
112822,38087.210057
112823,27936.119151500003
112824,23917.91657953
112825,46090.428497
112826,59779.530845999994
112827,40841.2379928
112828,63770.380689
112829,18276.432446220002
112830,54138.664066000005
112831,132541.895694
112832,38042.830012700004
112833,109735.435268
112834,74229.57037500001
112835,146641.37279999998
112836,41722.925832
112837,89360.41175999999
112838,422421.2704
112839,47285.366576
112840,85583.55209799999
112841,115262.74099600001
112842,218120.81579899997
112843,50227.114676000005
112844,45941.055241
112845,25241.609114899995
112846,253429.57520000002
112847,40356.883592000006
112848,198620.49484999996
112849,111646.36808700001
112850,119019.24283999999
112851,135332.553481
112852,22214.4378383
112853,256732.72480999996
112854,45561.888096
112855,16966.6677571
112856,28609.833097999996
112857,38568.51620699999
112858,27142.649797000002
112859,137523.06942200003
112860,39657.089197
112861,204942.10353
112862,38209.342390000005
112863,70520.233311
112864,240436.54330000002
112865,12986.7327408
112866,238391.55653000003
112867,25739.383863000003
112868,44399.867268999995
112869,85037.902887
112870,74340.284542
112871,161777.86943999998
112872,6930.148694100001
112873,206791.07701999997
112874,121925.706075
112875,79102.53070099998
112876,283604.62146
112877,39856.829258
112878,16539.6376632
112879,310986.89755
112880,28734.8827297
112881,33735.630332
112882,460514.49356000003
112883,37685.704144
112884,18243.35487925
112885,54591.557002
112886,67149.505041
112887,17307.263061999998
112888,117916.65236699997
112889,79703.901649
112890,213187.78943000003
112891,100449.257566
112892,54643.11880900001
112893,32672.14619
112894,237628.31592000002
112895,22381.251067600002
112896,14740.507827500001
112897,57282.506644999994
112898,148019.757673
112899,24789.917597
112900,50863.528243
112901,34590.551564
112902,39395.144132
112903,203890.72022999995
112904,163870.273227
112905,34186.29782200001
112906,37174.85524999999
112907,8914.579248400001
112908,23831.811507
112909,689608.8833100001
112910,100941.02625600001
112911,58684.97196099999
112912,20847.640331
112913,75713.16364199998
112914,22892.208215000002
112915,204981.94165
112916,350210.74519000005
112917,73998.318415
112918,64723.216694
112919,32235.567758999998
112920,23966.436550899998
112921,23901.841577100004
112922,383580.66858000006
112923,99401.02284700001
112924,64085.22367
112925,202293.00865
112926,24754.7220434
112927,15826.652400799998
112928,25820.2883666
112929,67717.82959899999
112930,597035.05899
112931,60265.947295
112932,186637.15139
112933,31764.817941000005
112934,80159.530482
112935,55435.915773
112936,130596.975253
112937,418750.77394
112938,39518.012741
112939,8043.76955296
112940,66824.89191800001
112941,434120.17721999995
112942,15226.0533741
112943,425672.09938
112944,36268.254709
112945,96337.81031200002
112946,75755.249751
112947,46578.988577
112948,28846.499544000002
112949,30449.100164299998
112950,147660.89205999998
112951,31496.0178582
112952,22430.891914300002
112953,24016.8988491
112954,70635.383563
112955,9983.359458706
112956,18568.780746700002
112957,24573.363115599997
112958,526176.66639
112959,54896.528345
112960,54359.431051
112961,249680.13627000005
112962,95419.26267000001
112963,114040.59124599998
112964,23861.811399000006
112965,24644.601473000002
112966,35829.62813499999
112967,42353.14838399999
112968,15259.948764900004
112969,68577.514545
112970,16524.2237974
112971,63518.14955199999
112972,124605.61989000002
112973,36065.944479
112974,63596.286789
112975,53122.677094
112976,18197.061468300002
112977,25118.312058799995
112978,111924.69347700002
112979,199287.94552
112980,35232.38447899999
112981,85192.17472599998
112982,33875.041299129996
112983,87622.437601
112984,65473.465586740014
112985,25788.614723199997
112986,22983.859472699998
112987,13881.532825999999
112988,22030.173189399997
112989,58989.20432200001
112990,64576.315984
112991,34748.123745
112992,23640.4580863
112993,131594.553794
112994,23883.799242600002
112995,99732.463782
112996,19059.920747799995
112997,479350.56577999995
112998,30125.937053499998
112999,34548.897522
113000,14381.738565480002
113001,31361.374101
113002,30808.65569100001
113003,72496.613925
113004,146002.256919
113005,26865.671566330002
113006,37649.96208500001
113007,15792.6951667
113008,35911.376085
113009,21521.013394899997
113010,23440.042806999998
113011,97579.858768
113012,22697.3832395
113013,41214.032911
113014,84499.92896199999
113015,109323.104808
113016,323504.24224
113017,63821.870179
113018,42004.409414999995
113019,186755.03472999998
113020,44250.464833000005
113021,35432.10299300001
113022,61801.010034
113023,58922.472907
113024,57756.48609800001
113025,37521.1493114
113026,26304.0918733
113027,29009.540692599996
113028,27241.538890000003
113029,146244.22938
113030,266195.29735
113031,48572.871551
113032,26642.0619927
113033,97249.92191300001
113034,29693.4473626
113035,28850.17658
113036,160764.19147999998
113037,79479.54517099999
113038,84081.860812
113039,93976.284061
113040,31121.941628
113041,28256.701771
113042,188367.75274000003
113043,20675.319133000005
113044,231124.85620000004
113045,24789.4778268
113046,39613.220299
113047,34213.138863
113048,24856.504134900002
113049,118327.219979
113050,94687.043833
113051,103223.43546699999
113052,21449.17009753
113053,46233.974356000006
113054,71055.837065
113055,36400.390593699994
113056,72040.795913
113057,35952.572168
113058,21607.739086499998
113059,61368.225345
113060,73287.683305
113061,20448.133368100003
113062,62371.97285099999
113063,234511.80371000004
113064,65462.061463
113065,37826.6136972
113066,30001.360049999996
113067,63634.59658299999
113068,81560.795533
113069,15913.818035199996
113070,101619.81786800001
113071,154359.55333
113072,21920.276300100006
113073,293084.46207
113074,145197.07968999998
113075,21825.9967058
113076,86221.823512
113077,62492.478356
113078,31492.419091199998
113079,72350.271423
113080,70195.872813
113081,122316.88606800002
113082,20028.734091000002
113083,44727.721169000004
113084,74519.636294
113085,36639.339264
113086,209428.78086
113087,571819.0024599999
113088,28825.1565466
113089,422502.88715
113090,32561.942975000005
113091,32507.598318900004
113092,238743.93767999997
113093,43555.503402999995
113094,176248.98476800002
113095,123174.86822399998
113096,36899.301667
113097,61138.436243
113098,254342.26974
113099,27143.4918909
113100,110250.10641400001
113101,281639.50100999995
113102,207361.39525
113103,41178.576018
113104,52322.802201
113105,14725.1048776
113106,86618.08696999999
113107,102311.416352
113108,160678.53484999997
113109,17023.2000518
113110,57225.928031
113111,115243.298652
113112,86746.263913
113113,123433.73892700001
113114,58612.526202
113115,62456.161663000006
113116,71367.29724100001
113117,206339.44442
113118,18011.7885571
113119,245132.38324999996
113120,104945.91471600001
113121,38726.629166
113122,102617.80673
113123,24312.494652999998
113124,21538.3635401
113125,223510.69272
113126,118569.584871
113127,67855.90370699999
113128,35292.0697783
113129,134884.84781300003
113130,116920.33689799998
113131,63783.008407999994
113132,99514.293878
113133,65413.206819
113134,344279.47579999996
113135,69598.436977
113136,107829.45754799999
113137,31992.089613999997
113138,75132.41634899999
113139,112290.561726
113140,127326.53281
113141,110991.872162
113142,111651.665947
113143,39955.479757
113144,202815.48262999995
113145,86897.960664
113146,56280.866472999995
113147,17353.3645962
113148,230852.93413
113149,43791.709751999995
113150,27897.676278
113151,25595.068553
113152,69413.85523500001
113153,149356.00684
113154,137870.99634100002
113155,38063.02890700001
113156,37024.30650500001
113157,132635.77828
113158,34110.371193
113159,237743.48904999997
113160,27666.471222
113161,162947.76652
113162,243066.13308600005
113163,18691.421998300004
113164,21728.8279272
113165,271489.86339
113166,32632.7981111
113167,117086.57128
113168,33234.733484
113169,38907.060895999995
113170,219587.46829
113171,55431.517559
113172,60959.78141399999
113173,42807.859308
113174,81744.35656100001
113175,58484.823036
113176,118579.82199299999
113177,70541.062385
113178,38097.1009
113179,15506.379316999999
113180,43543.811462000005
113181,41729.465271
113182,18791.615251500003
113183,16094.7427149
113184,35776.100211
113185,127926.35978099999
113186,124811.98812000002
113187,211690.29125
113188,24556.719538000005
113189,168863.21437
113190,36884.420234000005
113191,31554.182295
113192,14866.377921099998
113193,98848.15129799998
113194,43463.111656
113195,226486.35097000003
113196,47916.37729730001
113197,31001.266663
113198,141968.878898
113199,25189.286250399997
113200,119632.062659
113201,33434.4183004
113202,24829.784947
113203,26473.619426
113204,87626.314509
113205,505914.21115
113206,63751.873815999985
113207,12630.179787850002
113208,241557.26514000003
113209,111393.88845300002
113210,95036.89711800001
113211,40738.426491000006
113212,106301.05402299999
113213,77262.312064
113214,26836.646650500003
113215,76361.925619
113216,104064.95398399999
113217,23339.552283499997
113218,32979.8349227
113219,20998.827070200005
113220,107242.649926
113221,20659.3904863
113222,29018.852451699997
113223,153673.92700999998
113224,21992.0628876
113225,88136.55669099999
113226,41892.931583
113227,84791.450645
113228,48832.763618000004
113229,7769.9729890300005
113230,18020.611952399995
113231,38360.547568999995
113232,225491.12496000002
113233,62761.336213
113234,29329.9145449
113235,210816.50369999994
113236,51350.89597600001
113237,159596.57673
113238,90777.38357199999
113239,18249.4847633
113240,82697.400002
113241,105068.22981399999
113242,100072.87719599999
113243,87176.973336
113244,29771.9342919
113245,83895.720468
113246,63408.882091
113247,78951.48780100001
113248,80719.928746
113249,93814.406873
113250,454600.43251
113251,33350.315084
113252,17046.1971377
113253,22258.4678756
113254,68262.498292
113255,179065.20862
113256,30229.961252999998
113257,171387.30039000002
113258,20522.4912672
113259,21205.9882168
113260,58764.535083999996
113261,31141.20266199999
113262,49848.794762
113263,621531.0751099999
113264,16868.586476
113265,60657.328247
113266,93632.35885699998
113267,64066.135305
113268,265394.32814
113269,31621.846725000003
113270,14457.929182699998
113271,180140.94641
113272,14398.3363396
113273,50419.408067
113274,340480.40947
113275,45494.68414499999
113276,21790.4862121
113277,31689.093942
113278,500324.60841999995
113279,71805.42911
113280,62611.70254500001
113281,186748.41932000004
113282,39780.897229
113283,84185.652972
113284,371309.36655999994
113285,28620.8312258
113286,43824.427604000004
113287,139690.873389
113288,93404.616067
113289,85198.94586899999
113290,49232.956149
113291,38693.221562000006
113292,357956.27498
113293,22520.915904
113294,54772.5718667
113295,359302.49155000004
113296,53507.17450299999
113297,43532.269361
113298,52876.19338499999
113299,58311.504656000005
113300,36792.951862
113301,22093.517912
113302,98699.639891
113303,54214.98883000001
113304,163771.86014
113305,69530.48097900001
113306,23057.430142999998
113307,183171.40573
113308,328826.895985
113309,58761.197687
113310,12912.6123927
113311,50361.63861899999
113312,27148.255199
113313,141021.069
113314,33782.43094500001
113315,120827.778843
113316,49416.518156000006
113317,90536.387487
113318,39334.481665
113319,31411.358558999997
113320,58845.415326
113321,20400.112977700002
113322,41305.923597
113323,29635.607513000003
113324,12614.187834600001
113325,30144.765012
113326,25625.27328229
113327,38150.4272777
113328,34722.829282000006
113329,317360.91263
113330,139990.51322000002
113331,27083.3985186
113332,76569.378143
113333,181041.33635000003
113334,31610.173368000007
113335,21255.556355
113336,100672.033088
113337,15114.067927000002
113338,92151.77878000001
113339,14954.096938899998
113340,75244.30145400001
113341,120094.15628999998
113342,48958.45009099999
113343,28781.562767999996
113344,29533.149561
113345,20776.0511566
113346,71048.53563500001
113347,60647.12669300001
113348,112836.17985899998
113349,25111.072389999998
113350,24451.274629999996
113351,120531.22675900001
113352,56473.88649899999
113353,87777.549944
113354,18569.971614300004
113355,212414.24197
113356,72250.90257900002
113357,22535.471956700003
113358,94321.94657900001
113359,22649.804432099998
113360,140330.55178
113361,128051.905064
113362,149830.99316899996
113363,54008.116853
113364,132799.13208500002
113365,64293.177069000005
113366,31628.445679999997
113367,77895.17762199999
113368,26661.99571
113369,118955.573264
113370,37841.636659
113371,149850.38838000002
113372,33777.438328000004
113373,89821.021454
113374,240026.00213
113375,113055.96722000002
113376,85136.62886299999
113377,28649.605971
113378,129765.47969600002
113379,185005.85241999998
113380,34392.76721
113381,135506.366822
113382,237272.13744000002
113383,26289.790714200004
113384,164945.94144000002
